shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BLUE1,17.4312453,78.4074242,339,21844
BLUE1,17.4313527,78.4073223,340,21860
BLUE1,17.4314634,78.4072365,341,21875
BLUE1,17.4316099,78.4071567,342,21894
BLUE1,17.4317532,78.4071037,343,21911
BLUE1,17.4319106,78.4070662,344,21929
BLUE1,17.4322663,78.4070072,345,21969
BLUE1,17.4323725,78.4069723,346,21981
BLUE1,17.432512,78.4069066,347,21998
BLUE1,17.4326757,78.4067926,348,22020
BLUE1,17.4328075,78.4066638,349,22040
BLUE1,17.4329099,78.4065351,350,22058
BLUE1,17.4330609,78.4062816,351,22089
BLUE1,17.4338977,78.4048178,352,22270
BLUE1,17.4340077,78.4045824,353,22298
BLUE1,17.4341024,78.4043397,354,22326
BLUE1,17.4342815,78.4038401,355,22383
BLUE1,17.4343644,78.4036413,356,22406
BLUE1,17.4344709,78.403417,357,22432
BLUE1,17.4346219,78.4031394,358,22466
BLUE1,17.4347229,78.4029718,359,22487
BLUE1,17.4348688,78.4027572,360,22515
BLUE1,17.4350659,78.4024769,361,22552
BLUE1,17.4351695,78.4023133,362,22573
BLUE1,17.4353256,78.4020384,363,22607
BLUE1,17.4354932,78.4017259,364,22645
BLUE1,17.4355879,78.4015784,365,22664
BLUE1,17.4356787,78.4014697,366,22679
BLUE1,17.4357888,78.4013544,367,22696
BLUE1,17.4359218,78.4012431,368,22715
BLUE1,17.4360805,78.4011345,369,22736
BLUE1,17.4368354,78.4006651,370,22834
BLUE1,17.4372512,78.4004097,371,22888
BLUE1,17.438047,78.3999208,372,22990
BLUE1,17.4383183,78.3997491,373,23025
BLUE1,17.4384213,78.3996693,374,23040
BLUE1,17.4385326,78.3995513,375,23057
BLUE1,17.4386151,78.3994353,376,23073
BLUE1,17.4386957,78.3992931,377,23090
BLUE1,17.4387559,78.3991335,378,23108
BLUE1,17.4387955,78.3989847,379,23125
BLUE1,17.4388058,78.3988237,380,23142
BLUE1,17.4388032,78.3986668,381,23158
BLUE1,17.4387904,78.3985461,382,23171
BLUE1,17.4387226,78.3982953,383,23199
BLUE1,17.4386663,78.3980218,384,23229
BLUE1,17.4386522,78.3978622,385,23246
BLUE1,17.4386625,78.3977173,386,23261
BLUE1,17.4387047,78.3975255,387,23282
BLUE1,17.4388928,78.3969744,388,23344
BLUE1,17.4389747,78.3967665,389,23368
BLUE1,17.4390757,78.3965814,390,23391
BLUE1,17.439196,78.3964044,391,23414
BLUE1,17.4393879,78.3961751,392,23446
BLUE1,17.4397769,78.3957311,393,23510
BLUE1,17.4398933,78.3955769,394,23531
BLUE1,17.4399957,78.3954053,395,23552
BLUE1,17.4400524,78.3952874,396,23566
BLUE1,17.4400699,78.395251,397,23571
BLUE1,17.4401268,78.3950988,398,23588
BLUE1,17.4401927,78.3948966,399,23611
BLUE1,17.4403942,78.3941882,400,23689
BLUE1,17.4404946,78.3939005,401,23721
BLUE1,17.4406188,78.3935653,402,23760
BLUE1,17.4407275,78.3932702,403,23793
BLUE1,17.440819,78.3929577,404,23828
BLUE1,17.4408804,78.3926761,405,23858
BLUE1,17.4409207,78.3924206,406,23886
BLUE1,17.4409584,78.3920646,407,23924
BLUE1,17.4410095,78.3916552,408,23968
BLUE1,17.4410568,78.3913963,409,23996
BLUE1,17.4412601,78.3903937,410,24104
BLUE1,17.4412866,78.3901971,411,24126
BLUE1,17.4413039,78.3900113,412,24145
BLUE1,17.4413109,78.3890712,413,24245
BLUE1,17.4413186,78.3889143,414,24262
BLUE1,17.4413391,78.3887896,415,24275
BLUE1,17.4413851,78.3886246,416,24293
BLUE1,17.4414421,78.3884939,417,24309
BLUE1,17.4414977,78.3883866,418,24322
BLUE1,17.4415809,78.3882679,419,24337
BLUE1,17.4416717,78.3881633,420,24352
BLUE1,17.4417715,78.3880775,421,24367
BLUE1,17.4418765,78.388001,422,24381
BLUE1,17.4419699,78.3879474,423,24393
BLUE1,17.4422513,78.38782,424,24427
BLUE1,17.442903,78.387557,425,24504
BLUE1,17.4435141,78.3873104,426,24577
BLUE1,17.4437278,78.3872192,427,24603
BLUE1,17.4438852,78.387136,428,24622
BLUE1,17.4440336,78.3870368,429,24642
BLUE1,17.4441961,78.386912,430,24664
BLUE1,17.4461984,78.3851673,431,24954
BLUE1,17.4464402,78.3849648,432,24988
BLUE1,17.4466206,78.3848011,433,25015
BLUE1,17.4468125,78.3846483,434,25042
BLUE1,17.4470031,78.3845155,435,25067
BLUE1,17.4471656,78.3844243,436,25088
BLUE1,17.4475392,78.3842124,437,25135
BLUE1,17.4477938,78.3840649,438,25167
BLUE1,17.4480637,78.3838825,439,25203
BLUE1,17.4482799,78.3837173,440,25233
BLUE1,17.4483183,78.383688,441,25238
BLUE1,17.4489916,78.3831192,442,25334
BLUE1,17.4495856,78.3826608,443,25416
BLUE1,17.4496984,78.3825683,444,25432
BLUE1,17.4498706,78.3824355,445,25456
BLUE1,17.4499511,78.3823788,446,25467
BLUE1,17.4501586,78.3822324,447,25494
BLUE1,17.4505895,78.3819531,448,25551
BLUE1,17.450661,78.3819054,449,25560
BLUE1,17.4507403,78.3818378,450,25572
BLUE1,17.4508018,78.3817787,451,25581
BLUE1,17.4508716,78.3816968,452,25592
BLUE1,17.4509303,78.3816177,453,25603
BLUE1,17.4509842,78.3815261,454,25614
BLUE1,17.4510189,78.3814538,455,25623
BLUE1,17.4510766,78.3813234,456,25638
BLUE1,17.4511016,78.3812438,457,25647
BLUE1,17.4511193,78.38115,458,25657
BLUE1,17.451134,78.3810415,459,25669
BLUE1,17.4511377,78.3809529,460,25678
BLUE1,17.451131,78.3808444,461,25690
BLUE1,17.4511225,78.3807698,462,25698
BLUE1,17.4511081,78.3806724,463,25708
BLUE1,17.4510847,78.3805913,464,25717
BLUE1,17.451054,78.3804926,465,25728
BLUE1,17.4510028,78.3803862,466,25741
BLUE1,17.4509304,78.3802639,467,25756
BLUE1,17.4507744,78.3800216,468,25787
BLUE1,17.4507079,78.3799246,469,25800
BLUE1,17.4506507,78.3798422,470,25811
BLUE1,17.4505904,78.3797699,471,25821
BLUE1,17.4505439,78.3797212,472,25828
BLUE1,17.4504988,78.3796773,473,25835
BLUE1,17.4504294,78.3796215,474,25845
BLUE1,17.4503484,78.3795626,475,25856
BLUE1,17.4502674,78.3795127,476,25866
BLUE1,17.4501565,78.3794648,477,25880
BLUE1,17.4500528,78.3794301,478,25892
BLUE1,17.4499522,78.3794067,479,25903
BLUE1,17.4497877,78.37937,480,25922
BLUE1,17.4491002,78.3792146,481,26000
BLUE1,17.4489906,78.3791889,482,26013
BLUE1,17.448836,78.3791421,483,26030
BLUE1,17.4486819,78.3790791,484,26049
BLUE1,17.448567,78.3790257,485,26063
BLUE1,17.4484685,78.3789728,486,26075
BLUE1,17.4483769,78.3789141,487,26087
BLUE1,17.4482893,78.3788569,488,26099
BLUE1,17.4482115,78.3788008,489,26109
BLUE1,17.4481199,78.3787235,490,26122
BLUE1,17.4476837,78.3783418,491,26185
BLUE1,17.4475981,78.3782755,492,26197
BLUE1,17.4474965,78.3782045,493,26211
BLUE1,17.4474135,78.3781523,494,26221
BLUE1,17.4469618,78.377884,495,26279
BLUE1,17.4464819,78.3775969,496,26341
BLUE1,17.4463933,78.3775474,497,26352
BLUE1,17.446297,78.3775017,498,26364
BLUE1,17.4462083,78.3774657,499,26374
BLUE1,17.4460903,78.377433,500,26388
BLUE1,17.4459783,78.3774079,501,26400
BLUE1,17.4457513,78.3773745,502,26426
BLUE1,17.4453282,78.3773139,503,26473
BLUE1,17.4451321,78.3772829,504,26495
BLUE1,17.4447744,78.3772202,505,26536
BLUE1,17.4446083,78.3771918,506,26554
BLUE1,17.4444662,78.377175,507,26570
BLUE1,17.4443615,78.3771673,508,26582
BLUE1,17.4442258,78.3771677,509,26597
BLUE1,17.4436436,78.3771784,510,26662
BLUE1,17.4434905,78.3771812,511,26679
BLUE1,17.4421814,78.3772038,512,26824
BLUE1,17.4413013,78.3772198,513,26922
BLUE2,17.4412973,78.3771798,1,0
BLUE2,17.4421818,78.3771643,2,98
BLUE2,17.443028,78.3771486,3,192
BLUE2,17.4440966,78.3771302,4,311
BLUE2,17.4442742,78.377128,5,331
BLUE2,17.4443853,78.3771309,6,343
BLUE2,17.4445166,78.3771416,7,358
BLUE2,17.4446603,78.3771606,8,374
BLUE2,17.4448148,78.3771886,9,392
BLUE2,17.4452991,78.3772675,10,446
BLUE2,17.445751,78.377332,11,497
BLUE2,17.4459334,78.3773571,12,517
BLUE2,17.4460831,78.3773864,13,534
BLUE2,17.4461747,78.3774126,14,545
BLUE2,17.4462843,78.3774518,15,558
BLUE2,17.4464049,78.377507,16,572
BLUE2,17.447016,78.3778703,17,650
BLUE2,17.4473448,78.3780679,18,693
BLUE2,17.4475096,78.3781698,19,714
BLUE2,17.4476123,78.3782416,20,728
BLUE2,17.4477168,78.3783219,21,742
BLUE2,17.4481471,78.3786986,22,804
BLUE2,17.4482394,78.3787709,23,817
BLUE2,17.448343,78.3788474,24,831
BLUE2,17.4484535,78.3789192,25,846
BLUE2,17.4485452,78.3789695,26,857
BLUE2,17.4486629,78.3790288,27,872
BLUE2,17.4487952,78.3790842,28,888
BLUE2,17.4489432,78.3791371,29,905
BLUE2,17.4490794,78.3791691,30,920
BLUE2,17.4493399,78.3792294,31,950
BLUE2,17.4499513,78.3793666,32,1020
BLUE2,17.4500874,78.3794006,33,1035
BLUE2,17.4501935,78.3794398,34,1048
BLUE2,17.4502669,78.3794746,35,1057
BLUE2,17.4503513,78.3795225,36,1067
BLUE2,17.4504144,78.3795607,37,1075
BLUE2,17.4504831,78.3796112,38,1085
BLUE2,17.4505491,78.3796719,39,1095
BLUE2,17.450614,78.3797386,40,1105
BLUE2,17.4506808,78.3798206,41,1116
BLUE2,17.4507439,78.3799081,42,1128
BLUE2,17.4509663,78.3802499,43,1172
BLUE2,17.4510306,78.3803683,44,1186
BLUE2,17.4510837,78.3804747,45,1199
BLUE2,17.4511195,78.3805836,46,1211
BLUE2,17.4511457,78.3806928,47,1223
BLUE2,17.4511661,78.3808085,48,1235
BLUE2,17.4511736,78.3809154,49,1247
BLUE2,17.4511734,78.3809999,50,1256
BLUE2,17.4511672,78.3810882,51,1265
BLUE2,17.4511478,78.3812036,52,1278
BLUE2,17.4511177,78.3813136,53,1290
BLUE2,17.4510809,78.3814138,54,1301
BLUE2,17.4510349,78.3815177,55,1313
BLUE2,17.4509878,78.3816023,56,1324
BLUE2,17.4509251,78.3816926,57,1335
BLUE2,17.450851,78.3817872,58,1348
BLUE2,17.450761,78.3818744,59,1362
BLUE2,17.4506772,78.3819454,60,1374
BLUE2,17.450571,78.3820173,61,1388
BLUE2,17.4504058,78.3821235,62,1410
BLUE2,17.4502047,78.3822566,63,1436
BLUE2,17.4499654,78.3824194,64,1468
BLUE2,17.4498333,78.3825122,65,1486
BLUE2,17.4497269,78.3825962,66,1500
BLUE2,17.4496098,78.3826931,67,1517
BLUE2,17.4490132,78.3831555,68,1599
BLUE2,17.4483426,78.3837135,69,1695
BLUE2,17.4480841,78.3839136,70,1730
BLUE2,17.4478122,78.3840972,71,1766
BLUE2,17.4475564,78.3842454,72,1799
BLUE2,17.4471826,78.3844575,73,1846
BLUE2,17.4470216,78.3845479,74,1866
BLUE2,17.4468333,78.384679,75,1892
BLUE2,17.4466432,78.3848304,76,1918
BLUE2,17.4464631,78.3849937,77,1945
BLUE2,17.4462211,78.3851965,78,1979
BLUE2,17.4442182,78.3869418,79,2269
BLUE2,17.4440539,78.3870679,80,2291
BLUE2,17.443903,78.3871688,81,2311
BLUE2,17.4437427,78.3872535,82,2331
BLUE2,17.4435274,78.3873454,83,2357
BLUE2,17.4429159,78.3875922,84,2430
BLUE2,17.4422649,78.3878549,85,2507
BLUE2,17.4419856,78.3879813,86,2541
BLUE2,17.4418954,78.3880331,87,2553
BLUE2,17.4417932,78.3881075,88,2567
BLUE2,17.4416966,78.3881907,89,2580
BLUE2,17.4416087,78.3882918,90,2595
BLUE2,17.4415281,78.3884068,91,2610
BLUE2,17.4414742,78.3885107,92,2623
BLUE2,17.4414189,78.3886378,93,2637
BLUE2,17.4413741,78.3887981,94,2655
BLUE2,17.4413544,78.3889185,95,2668
BLUE2,17.4413469,78.3890723,96,2684
BLUE2,17.4413398,78.3900133,97,2784
BLUE2,17.4413223,78.3902016,98,2804
BLUE2,17.4412955,78.3904003,99,2826
BLUE2,17.4410919,78.3914041,100,2935
BLUE2,17.441045,78.3916612,101,2962
BLUE2,17.4409941,78.3920691,102,3006
BLUE2,17.4409563,78.3924258,103,3044
BLUE2,17.4409157,78.3926834,104,3072
BLUE2,17.4408537,78.3929675,105,3103
BLUE2,17.4407615,78.3932825,106,3138
BLUE2,17.4406523,78.3935789,107,3171
BLUE2,17.4405283,78.3939138,108,3209
BLUE2,17.4404283,78.3942001,109,3242
BLUE2,17.4402269,78.3949081,110,3320
BLUE2,17.4401605,78.3951118,111,3343
BLUE2,17.4401027,78.3952664,112,3361
BLUE2,17.440027,78.3954238,113,3379
BLUE2,17.4399227,78.3955987,114,3401
BLUE2,17.4398042,78.3957556,115,3422
BLUE2,17.4394147,78.3962002,116,3486
BLUE2,17.4392242,78.3964278,117,3518
BLUE2,17.439106,78.3966017,118,3541
BLUE2,17.439007,78.3967831,119,3563
BLUE2,17.4389263,78.3969879,120,3587
BLUE2,17.4387392,78.3975362,121,3649
BLUE2,17.4386981,78.397723,122,3669
BLUE2,17.4386883,78.3978618,123,3684
BLUE2,17.4387019,78.398016,124,3700
BLUE2,17.4387575,78.3982862,125,3729
BLUE2,17.4388258,78.3985389,126,3757
BLUE2,17.4388391,78.3986644,127,3771
BLUE2,17.4388417,78.3988247,128,3788
BLUE2,17.4388311,78.3989911,129,3805
BLUE2,17.43879,78.3991455,130,3822
BLUE2,17.4387281,78.3993098,131,3841
BLUE2,17.4386451,78.3994562,132,3859
BLUE2,17.4385599,78.3995759,133,3875
BLUE2,17.4384449,78.3996979,134,3893
BLUE2,17.4383383,78.3997804,135,3908
BLUE2,17.4380654,78.3999531,136,3943
BLUE2,17.4372693,78.4004421,137,4046
BLUE2,17.4368536,78.4006975,138,4100
BLUE2,17.4360995,78.4011664,139,4197
BLUE2,17.4359429,78.4012736,140,4218
BLUE2,17.4358127,78.4013825,141,4236
BLUE2,17.435705,78.4014955,142,4253
BLUE2,17.4356164,78.4016014,143,4268
BLUE2,17.4355238,78.4017457,144,4287
BLUE2,17.4353567,78.4020572,145,4325
BLUE2,17.4351999,78.4023333,146,4359
BLUE2,17.4350953,78.4024985,147,4380
BLUE2,17.4348979,78.4027793,148,4417
BLUE2,17.4347528,78.4029928,149,4445
BLUE2,17.4346527,78.4031588,150,4465
BLUE2,17.4345026,78.4034348,151,4499
BLUE2,17.4343969,78.4036573,152,4526
BLUE2,17.4343148,78.4038543,153,4548
BLUE2,17.4341358,78.4043535,154,4605
BLUE2,17.4340405,78.4045979,155,4633
BLUE2,17.4339293,78.4048358,156,4661
BLUE2,17.4330915,78.4063013,157,4842
BLUE2,17.4329391,78.4065572,158,4874
BLUE2,17.4328337,78.4066898,159,4893
BLUE2,17.4326981,78.4068222,160,4913
BLUE2,17.4325294,78.4069397,161,4936
BLUE2,17.4323853,78.4070076,162,4953
BLUE2,17.4322745,78.4070439,163,4966
BLUE2,17.4319174,78.4071032,164,5006
BLUE2,17.4317632,78.40714,165,5024
BLUE2,17.4316242,78.4071913,166,5040
BLUE2,17.4314825,78.4072685,167,5058
BLUE2,17.4313755,78.4073515,168,5073
BLUE2,17.4312708,78.4074508,169,5089
BLUE2,17.4311891,78.4075468,170,5102
BLUE2,17.4310867,78.4077018,171,5122
BLUE2,17.4306677,78.4083833,172,5208
BLUE2,17.4300909,78.4093217,173,5327
BLUE2,17.4299448,78.4095667,174,5357
BLUE2,17.4298834,78.409702,175,5373
BLUE2,17.4298362,78.4098204,176,5387
BLUE2,17.429798,78.4099876,177,5405
BLUE2,17.4297919,78.410137,178,5421
BLUE2,17.4298074,78.4103142,179,5440
BLUE2,17.429839,78.4104525,180,5455
BLUE2,17.4298728,78.4105534,181,5466
BLUE2,17.4300163,78.410939,182,5510
BLUE2,17.4300559,78.4110745,183,5525
BLUE2,17.4300758,78.4112186,184,5541
BLUE2,17.4300836,78.4113856,185,5558
BLUE2,17.4300691,78.411531,186,5574
BLUE2,17.4300387,78.4116915,187,5591
BLUE2,17.4299896,78.4118237,188,5606
BLUE2,17.4299108,78.4119876,189,5626
BLUE2,17.4298169,78.412122,190,5643
BLUE2,17.429693,78.4122615,191,5664
BLUE2,17.4293756,78.412568,192,5712
BLUE2,17.4288975,78.4130476,193,5785
BLUE2,17.4282348,78.4137054,194,5887
BLUE2,17.4275896,78.4143457,195,5986
BLUE2,17.4274057,78.4145314,196,6014
BLUE2,17.427303,78.4146535,197,6031
BLUE2,17.4272262,78.4147651,198,6046
BLUE2,17.4271618,78.414895,199,6061
BLUE2,17.4271097,78.4150353,200,6077
BLUE2,17.4270737,78.4152035,201,6096
BLUE2,17.4270575,78.4153599,202,6112
BLUE2,17.4270599,78.4155108,203,6128
BLUE2,17.4270909,78.41566,204,6145
BLUE2,17.4271371,78.4158223,205,6162
BLUE2,17.4272027,78.4159714,206,6180
BLUE2,17.4272932,78.4161131,207,6198
BLUE2,17.4274144,78.4162585,208,6218
BLUE2,17.4276532,78.4164843,209,6254
BLUE2,17.4305499,78.4192983,210,6693
BLUE2,17.4307928,78.4195638,211,6732
BLUE2,17.4309465,78.4198492,212,6767
BLUE2,17.4309602,78.4200675,213,6790
BLUE2,17.4309339,78.42036,214,6822
BLUE2,17.4308457,78.420678,215,6857
BLUE2,17.4307768,78.4209293,216,6884
BLUE2,17.4306947,78.4212737,217,6922
BLUE2,17.4300702,78.4232137,218,7139
BLUE2,17.4298243,78.4240104,219,7228
BLUE2,17.4297373,78.4243063,220,7261
BLUE2,17.4297507,78.4245314,221,7285
BLUE2,17.4297877,78.4247635,222,7310
BLUE2,17.4298723,78.424976,223,7334
BLUE2,17.4299476,78.4251387,224,7354
BLUE2,17.4321303,78.4261034,225,7617
BLUE2,17.4351156,78.4273014,226,7972
BLUE2,17.435712,78.4275408,227,8043
BLUE2,17.4359551,78.4276498,228,8073
BLUE2,17.4361214,78.4277554,229,8094
BLUE2,17.4362494,78.4278573,230,8112
BLUE2,17.4363556,78.4279844,231,8130
BLUE2,17.4364407,78.4281101,232,8147
BLUE2,17.4365181,78.4282824,233,8167
BLUE2,17.4365673,78.4284427,234,8185
BLUE2,17.4366003,78.4286398,235,8206
BLUE2,17.4366096,78.4288035,236,8223
BLUE2,17.4365955,78.4289389,237,8238
BLUE2,17.4365539,78.4291253,238,8258
BLUE2,17.436509,78.4292619,239,8273
BLUE2,17.4361061,78.4304859,240,8411
BLUE2,17.4360191,78.4307715,241,8442
BLUE2,17.435996,78.4309016,242,8457
BLUE2,17.435982,78.4310397,243,8471
BLUE2,17.4359845,78.4312101,244,8489
BLUE2,17.4360101,78.4313603,245,8506
BLUE2,17.4360447,78.4315024,246,8521
BLUE2,17.4361138,78.4316473,247,8538
BLUE2,17.4362059,78.4317908,248,8557
BLUE2,17.4364055,78.4320697,249,8594
BLUE2,17.4364797,78.4322146,250,8611
BLUE2,17.4365373,78.4323728,251,8629
BLUE2,17.4365744,78.4325297,252,8646
BLUE2,17.4365884,78.432696,253,8664
BLUE2,17.4365795,78.4329347,254,8689
BLUE2,17.436536,78.4336509,255,8765
BLUE2,17.4364669,78.4348163,256,8889
BLUE2,17.436449,78.4350201,257,8911
BLUE2,17.4364132,78.4353192,258,8943
BLUE2,17.4363607,78.4356599,259,8980
BLUE2,17.4362078,78.4366248,260,9083
BLUE2,17.4361528,78.4371062,261,9135
BLUE2,17.4361246,78.4374603,262,9172
BLUE2,17.4361221,78.4376232,263,9190
BLUE2,17.4361368,78.4377748,264,9206
BLUE2,17.4361713,78.4379216,265,9222
BLUE2,17.4362126,78.4380333,266,9235
BLUE2,17.4362993,78.4382006,267,9255
BLUE2,17.4363991,78.4383481,268,9274
BLUE2,17.4364963,78.4384745,269,9291
BLUE2,17.4369785,78.4390865,270,9375
BLUE2,17.4375176,78.4397708,271,9470
BLUE2,17.437596,78.4399105,272,9487
BLUE2,17.4376469,78.4400355,273,9501
BLUE2,17.4376849,78.4402018,274,9519
BLUE2,17.4376926,78.440259,275,9525
BLUE2,17.4377041,78.440345,276,9535
BLUE2,17.437708,78.44051,277,9552
BLUE2,17.4376869,78.4406628,278,9569
BLUE2,17.4376536,78.440807,279,9584
BLUE2,17.4374665,78.441527,280,9663
BLUE2,17.437026,78.4431991,281,9847
BLUE2,17.4369501,78.4434047,282,9871
BLUE2,17.4367948,78.4436226,283,9900
BLUE2,17.4366839,78.4437388,284,9917
BLUE2,17.4365184,78.4438727,285,9940
BLUE2,17.4361729,78.4441066,286,9986
BLUE2,17.4361047,78.4441528,287,9995
BLUE2,17.4353528,78.4446353,288,10093
BLUE2,17.4349532,78.4448917,289,10145
BLUE2,17.4346129,78.4451226,290,10190
BLUE2,17.434488,78.4452379,291,10209
BLUE2,17.4344025,78.4453399,292,10223
BLUE2,17.4343389,78.4454338,293,10235
BLUE2,17.4342434,78.445615,294,10257
BLUE2,17.4341952,78.4457568,295,10273
BLUE2,17.4341738,78.4458556,296,10284
BLUE2,17.4341639,78.4459628,297,10296
BLUE2,17.4341626,78.4461195,298,10312
BLUE2,17.4341689,78.4462328,299,10324
BLUE2,17.4341849,78.4463284,300,10335
BLUE2,17.4342162,78.4464557,301,10348
BLUE2,17.4343146,78.4467571,302,10382
BLUE2,17.4343598,78.4469276,303,10401
BLUE2,17.434395,78.4470766,304,10417
BLUE2,17.4344133,78.4472382,305,10435
BLUE2,17.4344299,78.4475055,306,10463
BLUE2,17.4344644,78.4478868,307,10504
BLUE2,17.4345114,78.4483197,308,10550
BLUE2,17.4345905,78.4489736,309,10620
BLUE2,17.4346908,78.4495406,310,10681
BLUE2,17.4349047,78.4503619,311,10771
BLUE2,17.434949,78.4505812,312,10795
BLUE2,17.4349824,78.4508299,313,10822
BLUE2,17.4350275,78.4511258,314,10854
BLUE2,17.4350667,78.4512849,315,10871
BLUE2,17.4351224,78.4514213,316,10887
BLUE2,17.4351844,78.4515369,317,10901
BLUE2,17.4352528,78.4516346,318,10914
BLUE2,17.4353184,78.4517164,319,10925
BLUE2,17.4353966,78.4517931,320,10937
BLUE2,17.4355378,78.4519142,321,10957
BLUE2,17.4356772,78.4520362,322,10977
BLUE2,17.4357633,78.4521237,323,10991
BLUE2,17.4358532,78.4522491,324,11007
BLUE2,17.4359069,78.4523443,325,11019
BLUE2,17.4359717,78.4524877,326,11036
BLUE2,17.4360144,78.4526131,327,11050
BLUE2,17.4360391,78.4527138,328,11061
BLUE2,17.4360524,78.4528301,329,11073
BLUE2,17.4360544,78.45294,330,11085
BLUE2,17.4360524,78.4530371,331,11095
BLUE2,17.4360397,78.4531246,332,11105
BLUE2,17.4360163,78.4532347,333,11117
BLUE2,17.4359358,78.453488,334,11145
BLUE2,17.4355078,78.4546158,335,11274
BLUE2,17.4354571,78.4547791,336,11292
BLUE2,17.4354311,78.4549315,337,11309
BLUE2,17.4354249,78.4551149,338,11328
BLUE2,17.4354398,78.4552863,339,11346
BLUE2,17.4354828,78.4554545,340,11365
BLUE2,17.4355438,78.4556003,341,11382
BLUE2,17.4356259,78.4557457,342,11400
BLUE2,17.4357149,78.4558644,343,11416
BLUE2,17.4357863,78.4559431,344,11427
BLUE2,17.4358828,78.4560248,345,11441
BLUE2,17.435995,78.4561006,346,11456
BLUE2,17.4362444,78.456238,347,11487
BLUE2,17.4364861,78.4563732,348,11517
BLUE2,17.4375841,78.456906,349,11652
BLUE2,17.438071,78.457142,350,11712
BLUE2,17.4384785,78.4573038,351,11760
BLUE2,17.4416486,78.4580554,352,12122
BLUE2,17.4419826,78.4582063,353,12162
BLUE2,17.4440982,78.4609511,354,12536
BLUE2,17.4444913,78.4618675,355,12643
BLUE2,17.4447921,78.4628113,356,12748
BLUE2,17.4449393,78.4633834,357,12811
BLUE2,17.4451011,78.4641287,358,12892
BLUE2,17.4451281,78.4646045,359,12943
BLUE2,17.4449044,78.465879,360,13080
BLUE2,17.444806,78.4664497,361,13142
BLUE2,17.4447608,78.4667526,362,13174
BLUE2,17.4447605,78.4671272,363,13214
BLUE2,17.4447726,78.4675378,364,13258
BLUE2,17.4442963,78.4708578,365,13614
BLUE2,17.4442796,78.4729295,366,13834
BLUE2,17.4436727,78.4757068,367,14136
BLUE2,17.4436571,78.4760603,368,14173
BLUE2,17.443638,78.4764095,369,14211
BLUE2,17.4435105,78.4791487,370,14502
BLUE2,17.4435051,78.4794982,371,14539
BLUE2,17.4435078,78.4806343,372,14659
BLUE2,17.4434747,78.4824773,373,14855
BLUE2,17.4434871,78.4827282,374,14881
BLUE2,17.4435845,78.4834131,375,14955
BLUE2,17.4435898,78.4836986,376,14985
BLUE2,17.443501,78.4855495,377,15182
BLUE2,17.4434911,78.4862461,378,15256
BLUE2,17.4434082,78.4905747,379,15715
BLUE2,17.4433007,78.4954347,380,16231
BLUE2,17.4432188,78.497471,381,16447
BLUE2,17.4430957,78.5001905,382,16736
BLUE2,17.4430671,78.5004733,383,16766
BLUE2,17.4430207,78.5007234,384,16793
BLUE2,17.4428856,78.5013943,385,16865
BLUE2,17.4428514,78.5017178,386,16900
BLUE2,17.4428362,78.5020583,387,16936
BLUE2,17.4428186,78.5035216,388,17091
BLUE2,17.4428026,78.5037588,389,17117
BLUE2,17.4427632,78.503998,390,17142
BLUE2,17.442708,78.5041991,391,17165
BLUE2,17.4426183,78.504448,392,17193
BLUE2,17.4424513,78.5047285,393,17228
BLUE2,17.4422871,78.5049784,394,17260
BLUE2,17.4421176,78.5051782,395,17288
BLUE2,17.4419204,78.5053376,396,17316
BLUE2,17.4417452,78.5054195,397,17337
BLUE2,17.4416109,78.5054639,398,17353
BLUE2,17.4414201,78.5055117,399,17375
BLUE2,17.4412304,78.5055425,400,17396
BLUE2,17.441008,78.5055284,401,17421
BLUE2,17.4406266,78.5054443,402,17464
BLUE2,17.4382746,78.5048079,403,17735
BLUE2,17.4380874,78.5047723,404,17756
BLUE2,17.4379161,78.5047671,405,17775
BLUE2,17.4377295,78.5047878,406,17796
BLUE2,17.4375232,78.5048453,407,17819
BLUE2,17.4370476,78.5050655,408,17877
BLUE2,17.4367959,78.5051743,409,17907
BLUE2,17.4363705,78.5053013,410,17957
BLUE2,17.4357255,78.5054889,411,18031
BLUE2,17.4350387,78.5056933,412,18110
BLUE2,17.4346875,78.5057793,413,18151
BLUE2,17.4343337,78.5058754,414,18191
BLUE2,17.433856,78.5060282,415,18247
BLUE2,17.4337509,78.5060942,416,18260
BLUE2,17.433673,78.5061591,417,18271
BLUE2,17.4335998,78.5062282,418,18282
BLUE2,17.4335262,78.5063167,419,18295
BLUE2,17.4334638,78.5064106,420,18307
BLUE2,17.433402,78.5065188,421,18320
BLUE2,17.433354,78.5066321,422,18333
BLUE2,17.4333181,78.5067408,423,18346
BLUE2,17.4332901,78.5068741,424,18360
BLUE2,17.4332743,78.5070298,425,18377
BLUE2,17.4332761,78.5071261,426,18387
BLUE2,17.4333454,78.5081562,427,18497
BLUE2,17.4334075,78.5090632,428,18593
BLUE2,17.4335494,78.5101256,429,18707
BLUE2,17.4339343,78.5109538,430,18805
BLUE2,17.4347141,78.5125563,431,18995
BLUE2,17.4350208,78.5135861,432,19110
BLUE2,17.4356522,78.514941,433,19270
BLUE2,17.4369151,78.5167889,434,19511
BLUE2,17.4370015,78.5170784,435,19543
BLUE2,17.4369287,78.5178229,436,19622
BLUE2,17.4364498,78.5185349,437,19715
